#Depth(nm)	StoppingProbability(1/nm)
 161.500000000	 0.008113590
 162.500000000	 0.008540621
 163.500000000	 0.009074410
 164.500000000	 0.006085193
 165.500000000	 0.009074410
 166.500000000	 0.007579801
 167.500000000	 0.008327106
 168.500000000	 0.008113590
 169.500000000	 0.008860895
 170.500000000	 0.008860895
 171.500000000	 0.008006832
 172.500000000	 0.007686559
 173.500000000	 0.008220348
 174.500000000	 0.006939255
 175.500000000	 0.007900075
 176.500000000	 0.007366286
 177.500000000	 0.007152770
 178.500000000	 0.008006832
 179.500000000	 0.005231131
 180.500000000	 0.009394683
 181.500000000	 0.007259528
 182.500000000	 0.006832497
 183.500000000	 0.008540621
 184.500000000	 0.006939255
 185.500000000	 0.007046013
 186.500000000	 0.005871677
 187.500000000	 0.007366286
 188.500000000	 0.005978435
 189.500000000	 0.006405466
 190.500000000	 0.006512224
 191.500000000	 0.006832497
 192.500000000	 0.005978435
 193.500000000	 0.004270311
 194.500000000	 0.005764919
 195.500000000	 0.005978435
 196.500000000	 0.007259528
 197.500000000	 0.005551404
 198.500000000	 0.004804099
 199.500000000	 0.004377068
 200.500000000	 0.004270311
 201.500000000	 0.005337888
 202.500000000	 0.004697342
 203.500000000	 0.005551404
 204.500000000	 0.004910857
 205.500000000	 0.003950037
 206.500000000	 0.005017615
 207.500000000	 0.004483826
 208.500000000	 0.003736522
 209.500000000	 0.004270311
 210.500000000	 0.004163553
 211.500000000	 0.002562186
 212.500000000	 0.002668944
 213.500000000	 0.002882460
 214.500000000	 0.003416249
 215.500000000	 0.003736522
 216.500000000	 0.003309491
 217.500000000	 0.002348671
 218.500000000	 0.003736522
 219.500000000	 0.003095975
 220.500000000	 0.002989217
 221.500000000	 0.002455429
 222.500000000	 0.002989217
 223.500000000	 0.002882460
 224.500000000	 0.001387851
 225.500000000	 0.001814882
 226.500000000	 0.002882460
 227.500000000	 0.001708124
 228.500000000	 0.001814882
 229.500000000	 0.001921640
 230.500000000	 0.001281093
 231.500000000	 0.002135155
 232.500000000	 0.001601366
 233.500000000	 0.001067578
 234.500000000	 0.000747304
 235.500000000	 0.001387851
 236.500000000	 0.000747304
 237.500000000	 0.000854062
 238.500000000	 0.001067578
 239.500000000	 0.001281093
 240.500000000	 0.001708124
 241.500000000	 0.000640547
 242.500000000	 0.000640547
 243.500000000	 0.000747304
 244.500000000	 0.000213516
 245.500000000	 0.000747304
 246.500000000	 0.000960820
 247.500000000	 0.000533789
 248.500000000	 0.000533789
 249.500000000	 0.000640547
 250.500000000	 0.000320273
 251.500000000	 0.000533789
 252.500000000	 0.000747304
 253.500000000	 0.000427031
 254.500000000	 0.000213516
 255.500000000	 0.000533789
 256.500000000	 0.000320273
 257.500000000	 0.000000000
 258.500000000	 0.000213516
 259.500000000	 0.000320273
 260.500000000	 0.000106758
 261.500000000	 0.000106758
 262.500000000	 0.000213516
 263.500000000	 0.000427031
 264.500000000	 0.000427031
 265.500000000	 0.000106758
 266.500000000	 0.000213516
 267.500000000	 0.000106758
 268.500000000	 0.000320273
 269.500000000	 0.000320273
 270.500000000	 0.000000000
 271.500000000	 0.000000000
 272.500000000	 0.000106758
 273.500000000	 0.000000000
 274.500000000	 0.000000000
 275.500000000	 0.000000000
 276.500000000	 0.000000000
 277.500000000	 0.000000000
 278.500000000	 0.000000000
 279.500000000	 0.000320273
 280.500000000	 0.000106758
 281.500000000	 0.000000000
 282.500000000	 0.000000000
 283.500000000	 0.000000000
 284.500000000	 0.000106758
 285.500000000	 0.000000000
 286.500000000	 0.000000000
 287.500000000	 0.000000000
 288.500000000	 0.000000000
 289.500000000	 0.000000000
 290.500000000	 0.000000000
 291.500000000	 0.000000000
 292.500000000	 0.000000000
 293.500000000	 0.000000000
 294.500000000	 0.000000000
 295.500000000	 0.000213516
