0.500000000	 0.081456176
 1.500000000	 0.159602861
 2.500000000	 0.204654639
 3.500000000	 0.237856304
 4.500000000	 0.284402690
 5.500000000	 0.308316430
 6.500000000	 0.340130244
 7.500000000	 0.362762891
 8.500000000	 0.389238817
 9.500000000	 0.422547240
 10.500000000	 0.435785203
 11.500000000	 0.443151489
 12.500000000	 0.463221949
 13.500000000	 0.470801751
 14.500000000	 0.460125974
 15.500000000	 0.466424682
 16.500000000	 0.439308210
 17.500000000	 0.431301377
 18.500000000	 0.409629551
 19.500000000	 0.391480730
 20.500000000	 0.355610121
 21.500000000	 0.329454468
 22.500000000	 0.307889399
 23.500000000	 0.277249920
 24.500000000	 0.241913099
 25.500000000	 0.208391160
 26.500000000	 0.184157147
 27.500000000	 0.151382513
 28.500000000	 0.136222910
 29.500000000	 0.104409096
 30.500000000	 0.087648126
 31.500000000	 0.071741219
 32.500000000	 0.059997865
 33.500000000	 0.047293691
 34.500000000	 0.036511156
 35.500000000	 0.024020497
 36.500000000	 0.020283976
 37.500000000	 0.016654212
 38.500000000	 0.009501441
 39.500000000	 0.008967652
 40.500000000	 0.005764919
 41.500000000	 0.002989217
 42.500000000	 0.002989217
 43.500000000	 0.000747304
 44.500000000	 0.001067578
 45.500000000	 0.000533789
 46.500000000	 0.000213516
 47.500000000	 0.000106758
 48.500000000	 0.000320273
 49.500000000	 0.000106758
