#Depth(nm)	StoppingProbability(1/nm)
 152.500000000	 0.005764919
 153.500000000	 0.007579801
 154.500000000	 0.007900075
 155.500000000	 0.006512224
 156.500000000	 0.007473044
 157.500000000	 0.006832497
 158.500000000	 0.006298708
 159.500000000	 0.006085193
 160.500000000	 0.006298708
 161.500000000	 0.006191950
 162.500000000	 0.006939255
 163.500000000	 0.006405466
 164.500000000	 0.006191950
 165.500000000	 0.007793317
 166.500000000	 0.008647379
 167.500000000	 0.006405466
 168.500000000	 0.005871677
 169.500000000	 0.009501441
 170.500000000	 0.007686559
 171.500000000	 0.008113590
 172.500000000	 0.007686559
 173.500000000	 0.006512224
 174.500000000	 0.006832497
 175.500000000	 0.008327106
 176.500000000	 0.006725739
 177.500000000	 0.008860895
 178.500000000	 0.009501441
 179.500000000	 0.008327106
 180.500000000	 0.007579801
 181.500000000	 0.006618982
 182.500000000	 0.006725739
 183.500000000	 0.008647379
 184.500000000	 0.005871677
 185.500000000	 0.008220348
 186.500000000	 0.007793317
 187.500000000	 0.005978435
 188.500000000	 0.006512224
 189.500000000	 0.007793317
 190.500000000	 0.006512224
 191.500000000	 0.006618982
 192.500000000	 0.007793317
 193.500000000	 0.006512224
 194.500000000	 0.007046013
 195.500000000	 0.008006832
 196.500000000	 0.007579801
 197.500000000	 0.007686559
 198.500000000	 0.006405466
 199.500000000	 0.006191950
 200.500000000	 0.007686559
 201.500000000	 0.006085193
 202.500000000	 0.006939255
 203.500000000	 0.008327106
 204.500000000	 0.006512224
 205.500000000	 0.006939255
 206.500000000	 0.006939255
 207.500000000	 0.006832497
 208.500000000	 0.005337888
 209.500000000	 0.005658162
 210.500000000	 0.005871677
 211.500000000	 0.006085193
 212.500000000	 0.006298708
 213.500000000	 0.006832497
 214.500000000	 0.004697342
 215.500000000	 0.006618982
 216.500000000	 0.005231131
 217.500000000	 0.004910857
 218.500000000	 0.006085193
 219.500000000	 0.005444646
 220.500000000	 0.005658162
 221.500000000	 0.005337888
 222.500000000	 0.004910857
 223.500000000	 0.004163553
 224.500000000	 0.005231131
 225.500000000	 0.005764919
 226.500000000	 0.004697342
 227.500000000	 0.004377068
 228.500000000	 0.003629764
 229.500000000	 0.006298708
 230.500000000	 0.005444646
 231.500000000	 0.004270311
 232.500000000	 0.004270311
 233.500000000	 0.003523006
 234.500000000	 0.003843280
 235.500000000	 0.002348671
 236.500000000	 0.002348671
 237.500000000	 0.004590584
 238.500000000	 0.003095975
 239.500000000	 0.003843280
 240.500000000	 0.004056795
 241.500000000	 0.003202733
 242.500000000	 0.002882460
 243.500000000	 0.004056795
 244.500000000	 0.002989217
 245.500000000	 0.003736522
 246.500000000	 0.002135155
 247.500000000	 0.002668944
 248.500000000	 0.002882460
 249.500000000	 0.002348671
 250.500000000	 0.002348671
 251.500000000	 0.002989217
 252.500000000	 0.002135155
 253.500000000	 0.001708124
 254.500000000	 0.001494609
 255.500000000	 0.002562186
 256.500000000	 0.001814882
 257.500000000	 0.001921640
 258.500000000	 0.001067578
 259.500000000	 0.001067578
 260.500000000	 0.001174335
 261.500000000	 0.001601366
 262.500000000	 0.002135155
 263.500000000	 0.001708124
 264.500000000	 0.001921640
 265.500000000	 0.001281093
 266.500000000	 0.001494609
 267.500000000	 0.000427031
 268.500000000	 0.001601366
 269.500000000	 0.001174335
 270.500000000	 0.000854062
 271.500000000	 0.000533789
 272.500000000	 0.000960820
 273.500000000	 0.000854062
 274.500000000	 0.000960820
 275.500000000	 0.000640547
 276.500000000	 0.000533789
 277.500000000	 0.000427031
 278.500000000	 0.000640547
 279.500000000	 0.000533789
 280.500000000	 0.000427031
 281.500000000	 0.000640547
 282.500000000	 0.000747304
 283.500000000	 0.000533789
 284.500000000	 0.000106758
 285.500000000	 0.000213516
 286.500000000	 0.000854062
 287.500000000	 0.000320273
 288.500000000	 0.000320273
 289.500000000	 0.000320273
 290.500000000	 0.000106758
 291.500000000	 0.000213516
 292.500000000	 0.000106758
 293.500000000	 0.000213516
 294.500000000	 0.000106758
 295.500000000	 0.000213516
 296.500000000	 0.000000000
 297.500000000	 0.000106758
 298.500000000	 0.000000000
 299.500000000	 0.000000000
 300.500000000	 0.000000000
 301.500000000	 0.000106758
 302.500000000	 0.000000000
 303.500000000	 0.000213516
 304.500000000	 0.000213516
 305.500000000	 0.000106758
 306.500000000	 0.000000000
 307.500000000	 0.000000000
 308.500000000	 0.000213516
 309.500000000	 0.000000000
 310.500000000	 0.000000000
 311.500000000	 0.000000000
 312.500000000	 0.000106758
 313.500000000	 0.000000000
 314.500000000	 0.000000000
 315.500000000	 0.000000000
 316.500000000	 0.000106758
 317.500000000	 0.000106758
 318.500000000	 0.000000000
 319.500000000	 0.000000000
 320.500000000	 0.000213516
 321.500000000	 0.000000000
 322.500000000	 0.000000000
 323.500000000	 0.000000000
 324.500000000	 0.000000000
 325.500000000	 0.000000000
 326.500000000	 0.000000000
 327.500000000	 0.000000000
 328.500000000	 0.000000000
 329.500000000	 0.000000000
