#Depth(nm)	StoppingProbability(1/nm)
 164.500000000	 0.007259528
 165.500000000	 0.006512224
 166.500000000	 0.006405466
 167.500000000	 0.005444646
 168.500000000	 0.005658162
 169.500000000	 0.005764919
 170.500000000	 0.005978435
 171.500000000	 0.006512224
 172.500000000	 0.005871677
 173.500000000	 0.007046013
 174.500000000	 0.006618982
 175.500000000	 0.007473044
 176.500000000	 0.004804099
 177.500000000	 0.006191950
 178.500000000	 0.007793317
 179.500000000	 0.006405466
 180.500000000	 0.007686559
 181.500000000	 0.006725739
 182.500000000	 0.006085193
 183.500000000	 0.006512224
 184.500000000	 0.006085193
 185.500000000	 0.006939255
 186.500000000	 0.005764919
 187.500000000	 0.007793317
 188.500000000	 0.006832497
 189.500000000	 0.006725739
 190.500000000	 0.006939255
 191.500000000	 0.006618982
 192.500000000	 0.007793317
 193.500000000	 0.007366286
 194.500000000	 0.005871677
 195.500000000	 0.008754137
 196.500000000	 0.008327106
 197.500000000	 0.006512224
 198.500000000	 0.006298708
 199.500000000	 0.005978435
 200.500000000	 0.006832497
 201.500000000	 0.006725739
 202.500000000	 0.007152770
 203.500000000	 0.008006832
 204.500000000	 0.006725739
 205.500000000	 0.006085193
 206.500000000	 0.006512224
 207.500000000	 0.009608199
 208.500000000	 0.007259528
 209.500000000	 0.006832497
 210.500000000	 0.006298708
 211.500000000	 0.007366286
 212.500000000	 0.007686559
 213.500000000	 0.007046013
 214.500000000	 0.005444646
 215.500000000	 0.007579801
 216.500000000	 0.005551404
 217.500000000	 0.005231131
 218.500000000	 0.006085193
 219.500000000	 0.006085193
 220.500000000	 0.006191950
 221.500000000	 0.007046013
 222.500000000	 0.006939255
 223.500000000	 0.006832497
 224.500000000	 0.009501441
 225.500000000	 0.005871677
 226.500000000	 0.006725739
 227.500000000	 0.006298708
 228.500000000	 0.006191950
 229.500000000	 0.006939255
 230.500000000	 0.005658162
 231.500000000	 0.005444646
 232.500000000	 0.006191950
 233.500000000	 0.006085193
 234.500000000	 0.006512224
 235.500000000	 0.006085193
 236.500000000	 0.005764919
 237.500000000	 0.006298708
 238.500000000	 0.005764919
 239.500000000	 0.006939255
 240.500000000	 0.006191950
 241.500000000	 0.004804099
 242.500000000	 0.004056795
 243.500000000	 0.004377068
 244.500000000	 0.004483826
 245.500000000	 0.005551404
 246.500000000	 0.006512224
 247.500000000	 0.006191950
 248.500000000	 0.004056795
 249.500000000	 0.005337888
 250.500000000	 0.005337888
 251.500000000	 0.004910857
 252.500000000	 0.005337888
 253.500000000	 0.004377068
 254.500000000	 0.004590584
 255.500000000	 0.003095975
 256.500000000	 0.004590584
 257.500000000	 0.003736522
 258.500000000	 0.003523006
 259.500000000	 0.004377068
 260.500000000	 0.003523006
 261.500000000	 0.003095975
 262.500000000	 0.003523006
 263.500000000	 0.003629764
 264.500000000	 0.002562186
 265.500000000	 0.002562186
 266.500000000	 0.003416249
 267.500000000	 0.003523006
 268.500000000	 0.003416249
 269.500000000	 0.001921640
 270.500000000	 0.003736522
 271.500000000	 0.002668944
 272.500000000	 0.003095975
 273.500000000	 0.003416249
 274.500000000	 0.002455429
 275.500000000	 0.003523006
 276.500000000	 0.002028398
 277.500000000	 0.003843280
 278.500000000	 0.002135155
 279.500000000	 0.002455429
 280.500000000	 0.002028398
 281.500000000	 0.002562186
 282.500000000	 0.000960820
 283.500000000	 0.002028398
 284.500000000	 0.001067578
 285.500000000	 0.001387851
 286.500000000	 0.000747304
 287.500000000	 0.001067578
 288.500000000	 0.000747304
 289.500000000	 0.001494609
 290.500000000	 0.001601366
 291.500000000	 0.002241913
 292.500000000	 0.001174335
 293.500000000	 0.000854062
 294.500000000	 0.001174335
 295.500000000	 0.001921640
 296.500000000	 0.000960820
 297.500000000	 0.001708124
 298.500000000	 0.001067578
 299.500000000	 0.000533789
 300.500000000	 0.001174335
 301.500000000	 0.000640547
 302.500000000	 0.000640547
 303.500000000	 0.000427031
 304.500000000	 0.000320273
 305.500000000	 0.000320273
 306.500000000	 0.001174335
 307.500000000	 0.000640547
 308.500000000	 0.000427031
 309.500000000	 0.000213516
 310.500000000	 0.000747304
 311.500000000	 0.000427031
 312.500000000	 0.000640547
 313.500000000	 0.000320273
 314.500000000	 0.000640547
 315.500000000	 0.000747304
 316.500000000	 0.000213516
 317.500000000	 0.000320273
 318.500000000	 0.000320273
 319.500000000	 0.000106758
 320.500000000	 0.000533789
 321.500000000	 0.000000000
 322.500000000	 0.000106758
 323.500000000	 0.000106758
 324.500000000	 0.000213516
 325.500000000	 0.000320273
 326.500000000	 0.000213516
 327.500000000	 0.000213516
 328.500000000	 0.000000000
 329.500000000	 0.000000000
 330.500000000	 0.000106758
 331.500000000	 0.000106758
 332.500000000	 0.000427031
 333.500000000	 0.000000000
 334.500000000	 0.000106758
 335.500000000	 0.000106758
 336.500000000	 0.000106758
 337.500000000	 0.000106758
 338.500000000	 0.000000000
 339.500000000	 0.000320273
 340.500000000	 0.000000000
 341.500000000	 0.000213516
 342.500000000	 0.000000000
 343.500000000	 0.000106758
 344.500000000	 0.000106758
 345.500000000	 0.000000000
 346.500000000	 0.000000000
 347.500000000	 0.000000000
 348.500000000	 0.000000000
 349.500000000	 0.000000000
 350.500000000	 0.000000000
 351.500000000	 0.000106758
 352.500000000	 0.000106758
 353.500000000	 0.000106758
 354.500000000	 0.000000000
 355.500000000	 0.000106758
